signal_date,status,reason,side,hold_sessions,entry_date,exit_date,expiration,strike,selection,entry_bid,entry_ask,entry_fill,exit_bid,exit_ask,exit_fill,fees,pnl_usd,return_on_premium,regime_trend,regime_vol,strategy_version
2012-05-14,rejected,no_chain_for_entry_date,call,2,2012-05-15,,,,,,,,,,,,,,,,
2012-05-15,rejected,no_chain_for_entry_date,call,2,2012-05-16,,,,,,,,,,,,,,,,
2012-05-16,rejected,no_chain_for_entry_date,call,2,2012-05-17,,,,,,,,,,,,,,,,
2012-05-17,rejected,no_chain_for_entry_date,call,2,2012-05-18,,,,,,,,,,,,,,,,
2012-05-18,rejected,no_chain_for_entry_date,call,2,2012-05-21,,,,,,,,,,,,,,,,
2012-06-01,rejected,no_chain_for_entry_date,call,2,2012-06-04,,,,,,,,,,,,,,,,
2012-06-04,rejected,no_chain_for_entry_date,call,2,2012-06-05,,,,,,,,,,,,,,,,
2012-06-21,rejected,no_chain_for_entry_date,call,2,2012-06-22,,,,,,,,,,,,,,,,
2012-06-25,rejected,no_chain_for_entry_date,call,2,2012-06-26,,,,,,,,,,,,,,,,
2012-07-09,rejected,no_chain_for_entry_date,call,2,2012-07-10,,,,,,,,,,,,,,,,
2012-07-10,rejected,no_chain_for_entry_date,call,2,2012-07-11,,,,,,,,,,,,,,,,
2012-07-23,rejected,no_chain_for_entry_date,call,2,2012-07-24,,,,,,,,,,,,,,,,
2012-07-24,rejected,no_chain_for_entry_date,call,2,2012-07-25,,,,,,,,,,,,,,,,
2012-07-25,rejected,no_chain_for_entry_date,call,2,2012-07-26,,,,,,,,,,,,,,,,
2012-08-23,rejected,no_chain_for_entry_date,call,2,2012-08-24,,,,,,,,,,,,,,,,
2012-09-25,rejected,no_chain_for_entry_date,call,2,2012-09-26,,,,,,,,,,,,,,,,
2012-09-26,rejected,no_chain_for_entry_date,call,2,2012-09-27,,,,,,,,,,,,,,,,
2012-10-09,rejected,no_chain_for_entry_date,call,2,2012-10-10,,,,,,,,,,,,,,,,
2012-10-10,rejected,no_chain_for_entry_date,call,2,2012-10-11,,,,,,,,,,,,,,,,
2012-10-19,rejected,no_chain_for_entry_date,call,2,2012-10-22,,,,,,,,,,,,,,,,
2012-10-22,rejected,no_chain_for_entry_date,call,2,2012-10-23,,,,,,,,,,,,,,,,
2012-10-23,rejected,no_chain_for_entry_date,call,2,2012-10-24,,,,,,,,,,,,,,,,
2012-10-24,rejected,no_chain_for_entry_date,call,2,2012-10-25,,,,,,,,,,,,,,,,
2012-10-25,rejected,no_chain_for_entry_date,call,2,2012-10-26,,,,,,,,,,,,,,,,
2012-11-07,rejected,no_chain_for_entry_date,call,2,2012-11-08,,,,,,,,,,,,,,,,
2012-11-09,rejected,no_chain_for_entry_date,call,2,2012-11-12,,,,,,,,,,,,,,,,
2012-12-21,rejected,no_chain_for_entry_date,call,2,2012-12-24,,,,,,,,,,,,,,,,
2012-12-26,rejected,no_chain_for_entry_date,call,2,2012-12-27,,,,,,,,,,,,,,,,
2013-02-21,rejected,no_chain_for_entry_date,call,2,2013-02-22,,,,,,,,,,,,,,,,
2013-04-05,rejected,no_chain_for_entry_date,call,2,2013-04-08,,,,,,,,,,,,,,,,
2013-04-16,rejected,no_chain_for_entry_date,call,2,2013-04-17,,,,,,,,,,,,,,,,
2013-04-17,rejected,no_chain_for_entry_date,call,2,2013-04-18,,,,,,,,,,,,,,,,
2013-04-19,rejected,no_chain_for_entry_date,call,2,2013-04-22,,,,,,,,,,,,,,,,
2013-05-31,rejected,no_chain_for_entry_date,call,2,2013-06-03,,,,,,,,,,,,,,,,
2013-06-04,rejected,no_chain_for_entry_date,call,2,2013-06-05,,,,,,,,,,,,,,,,
2013-06-05,rejected,no_chain_for_entry_date,call,2,2013-06-06,,,,,,,,,,,,,,,,
2013-06-12,rejected,no_chain_for_entry_date,call,2,2013-06-13,,,,,,,,,,,,,,,,
2013-06-21,rejected,no_chain_for_entry_date,call,2,2013-06-24,,,,,,,,,,,,,,,,
2013-06-24,rejected,no_chain_for_entry_date,call,2,2013-06-25,,,,,,,,,,,,,,,,
2013-08-07,rejected,no_chain_for_entry_date,call,2,2013-08-08,,,,,,,,,,,,,,,,
2013-08-15,rejected,no_chain_for_entry_date,call,2,2013-08-16,,,,,,,,,,,,,,,,
2013-08-16,rejected,no_chain_for_entry_date,call,2,2013-08-19,,,,,,,,,,,,,,,,
2013-08-19,rejected,no_chain_for_entry_date,call,2,2013-08-20,,,,,,,,,,,,,,,,
2013-08-27,rejected,no_chain_for_entry_date,call,2,2013-08-28,,,,,,,,,,,,,,,,
2013-08-28,rejected,no_chain_for_entry_date,call,2,2013-08-29,,,,,,,,,,,,,,,,
2013-08-29,rejected,no_chain_for_entry_date,call,2,2013-08-30,,,,,,,,,,,,,,,,
2013-09-23,rejected,no_chain_for_entry_date,call,2,2013-09-24,,,,,,,,,,,,,,,,
2013-09-24,rejected,no_chain_for_entry_date,call,2,2013-09-25,,,,,,,,,,,,,,,,
2013-11-07,rejected,no_chain_for_entry_date,call,2,2013-11-08,,,,,,,,,,,,,,,,
2013-12-11,rejected,no_chain_for_entry_date,call,2,2013-12-12,,,,,,,,,,,,,,,,
2013-12-12,rejected,no_chain_for_entry_date,call,2,2013-12-13,,,,,,,,,,,,,,,,
2013-12-13,rejected,no_chain_for_entry_date,call,2,2013-12-16,,,,,,,,,,,,,,,,
2014-01-28,rejected,no_chain_for_entry_date,call,2,2014-01-29,,,,,,,,,,,,,,,,
2014-03-13,rejected,no_chain_for_entry_date,call,2,2014-03-14,,,,,,,,,,,,,,,,
2014-03-14,rejected,no_chain_for_entry_date,call,2,2014-03-17,,,,,,,,,,,,,,,,
2014-04-07,rejected,no_chain_for_entry_date,call,2,2014-04-08,,,,,,,,,,,,,,,,
2014-04-08,rejected,no_chain_for_entry_date,call,2,2014-04-09,,,,,,,,,,,,,,,,
2014-04-14,rejected,no_chain_for_entry_date,call,2,2014-04-15,,,,,,,,,,,,,,,,
2014-05-15,rejected,no_chain_for_entry_date,call,2,2014-05-16,,,,,,,,,,,,,,,,
2014-06-12,rejected,no_chain_for_entry_date,call,2,2014-06-13,,,,,,,,,,,,,,,,
2014-08-04,rejected,no_chain_for_entry_date,call,2,2014-08-05,,,,,,,,,,,,,,,,
2014-08-07,rejected,no_chain_for_entry_date,call,2,2014-08-08,,,,,,,,,,,,,,,,
2014-09-23,rejected,no_chain_for_entry_date,call,2,2014-09-24,,,,,,,,,,,,,,,,
2014-09-25,rejected,no_chain_for_entry_date,call,2,2014-09-26,,,,,,,,,,,,,,,,
2014-09-29,rejected,no_chain_for_entry_date,call,2,2014-09-30,,,,,,,,,,,,,,,,
2014-10-01,rejected,no_chain_for_entry_date,call,2,2014-10-02,,,,,,,,,,,,,,,,
2014-12-10,rejected,no_chain_for_entry_date,call,2,2014-12-11,,,,,,,,,,,,,,,,
2014-12-11,rejected,no_chain_for_entry_date,call,2,2014-12-12,,,,,,,,,,,,,,,,
2014-12-15,rejected,no_chain_for_entry_date,call,2,2014-12-16,,,,,,,,,,,,,,,,
2014-12-31,rejected,no_chain_for_entry_date,call,2,2015-01-02,,,,,,,,,,,,,,,,
2015-01-02,rejected,no_chain_for_entry_date,call,2,2015-01-05,,,,,,,,,,,,,,,,
2015-01-05,rejected,no_chain_for_entry_date,call,2,2015-01-06,,,,,,,,,,,,,,,,
2015-01-06,rejected,no_chain_for_entry_date,call,2,2015-01-07,,,,,,,,,,,,,,,,
2015-01-07,rejected,no_chain_for_entry_date,call,2,2015-01-08,,,,,,,,,,,,,,,,
2015-01-13,rejected,no_chain_for_entry_date,call,2,2015-01-14,,,,,,,,,,,,,,,,
2015-01-27,rejected,no_chain_for_entry_date,call,2,2015-01-28,,,,,,,,,,,,,,,,
2015-01-28,rejected,no_chain_for_entry_date,call,2,2015-01-29,,,,,,,,,,,,,,,,
2015-01-29,rejected,no_chain_for_entry_date,call,2,2015-01-30,,,,,,,,,,,,,,,,
2015-01-30,rejected,no_chain_for_entry_date,call,2,2015-02-02,,,,,,,,,,,,,,,,
2015-03-06,rejected,no_chain_for_entry_date,call,2,2015-03-09,,,,,,,,,,,,,,,,
2015-03-10,rejected,no_chain_for_entry_date,call,2,2015-03-11,,,,,,,,,,,,,,,,
2015-03-11,rejected,no_chain_for_entry_date,call,2,2015-03-12,,,,,,,,,,,,,,,,
2015-03-25,rejected,no_chain_for_entry_date,call,2,2015-03-26,,,,,,,,,,,,,,,,
2015-03-26,rejected,no_chain_for_entry_date,call,2,2015-03-27,,,,,,,,,,,,,,,,
2015-03-27,rejected,no_chain_for_entry_date,call,2,2015-03-30,,,,,,,,,,,,,,,,
2015-04-30,rejected,no_chain_for_entry_date,call,2,2015-05-01,,,,,,,,,,,,,,,,
2015-05-06,rejected,no_chain_for_entry_date,call,2,2015-05-07,,,,,,,,,,,,,,,,
2015-05-07,rejected,no_chain_for_entry_date,call,2,2015-05-08,,,,,,,,,,,,,,,,
2015-05-26,rejected,no_chain_for_entry_date,call,2,2015-05-27,,,,,,,,,,,,,,,,
2015-06-08,rejected,no_chain_for_entry_date,call,2,2015-06-09,,,,,,,,,,,,,,,,
2015-06-26,rejected,no_chain_for_entry_date,call,2,2015-06-29,,,,,,,,,,,,,,,,
2015-06-30,rejected,no_chain_for_entry_date,call,2,2015-07-01,,,,,,,,,,,,,,,,
2015-07-01,rejected,no_chain_for_entry_date,call,2,2015-07-02,,,,,,,,,,,,,,,,
2015-07-24,rejected,no_chain_for_entry_date,call,2,2015-07-27,,,,,,,,,,,,,,,,
2015-07-27,rejected,no_chain_for_entry_date,call,2,2015-07-28,,,,,,,,,,,,,,,,
2015-11-09,rejected,no_chain_for_entry_date,call,2,2015-11-10,,,,,,,,,,,,,,,,
2015-11-11,rejected,no_chain_for_entry_date,call,2,2015-11-12,,,,,,,,,,,,,,,,
2015-11-16,rejected,no_chain_for_entry_date,call,2,2015-11-17,,,,,,,,,,,,,,,,
2015-12-03,rejected,no_chain_for_entry_date,call,2,2015-12-04,,,,,,,,,,,,,,,,
2015-12-09,rejected,no_chain_for_entry_date,call,2,2015-12-10,,,,,,,,,,,,,,,,
2015-12-10,rejected,no_chain_for_entry_date,call,2,2015-12-11,,,,,,,,,,,,,,,,
2016-04-07,rejected,no_chain_for_entry_date,call,2,2016-04-08,,,,,,,,,,,,,,,,
2016-04-11,rejected,no_chain_for_entry_date,call,2,2016-04-12,,,,,,,,,,,,,,,,
2016-04-29,rejected,no_chain_for_entry_date,call,2,2016-05-02,,,,,,,,,,,,,,,,
2016-05-05,rejected,no_chain_for_entry_date,call,2,2016-05-06,,,,,,,,,,,,,,,,
2016-05-13,rejected,no_chain_for_entry_date,call,2,2016-05-16,,,,,,,,,,,,,,,,
2016-05-19,rejected,no_chain_for_entry_date,call,2,2016-05-20,,,,,,,,,,,,,,,,
2016-06-13,rejected,no_chain_for_entry_date,call,2,2016-06-14,,,,,,,,,,,,,,,,
2016-06-14,rejected,no_chain_for_entry_date,call,2,2016-06-15,,,,,,,,,,,,,,,,
2016-06-15,rejected,no_chain_for_entry_date,call,2,2016-06-16,,,,,,,,,,,,,,,,
2016-06-28,rejected,no_chain_for_entry_date,call,2,2016-06-29,,,,,,,,,,,,,,,,
2016-09-09,rejected,no_chain_for_entry_date,call,2,2016-09-12,,,,,,,,,,,,,,,,
2016-09-12,rejected,no_chain_for_entry_date,call,2,2016-09-13,,,,,,,,,,,,,,,,
2016-09-13,rejected,no_chain_for_entry_date,call,2,2016-09-14,,,,,,,,,,,,,,,,
2016-10-11,rejected,no_chain_for_entry_date,call,2,2016-10-12,,,,,,,,,,,,,,,,
2016-10-13,rejected,no_chain_for_entry_date,call,2,2016-10-14,,,,,,,,,,,,,,,,
2016-11-01,rejected,no_chain_for_entry_date,call,2,2016-11-02,,,,,,,,,,,,,,,,
2016-12-30,rejected,no_chain_for_entry_date,call,2,2017-01-03,,,,,,,,,,,,,,,,
2017-03-21,rejected,no_chain_for_entry_date,call,2,2017-03-22,,,,,,,,,,,,,,,,
2017-03-22,rejected,no_chain_for_entry_date,call,2,2017-03-23,,,,,,,,,,,,,,,,
2017-03-23,rejected,no_chain_for_entry_date,call,2,2017-03-24,,,,,,,,,,,,,,,,
2017-05-17,rejected,no_chain_for_entry_date,call,2,2017-05-18,,,,,,,,,,,,,,,,
2017-05-18,rejected,no_chain_for_entry_date,call,2,2017-05-19,,,,,,,,,,,,,,,,
2017-08-10,rejected,no_chain_for_entry_date,call,2,2017-08-11,,,,,,,,,,,,,,,,
2017-08-11,rejected,no_chain_for_entry_date,call,2,2017-08-14,,,,,,,,,,,,,,,,
2017-08-17,rejected,no_chain_for_entry_date,call,2,2017-08-18,,,,,,,,,,,,,,,,
2017-08-18,rejected,no_chain_for_entry_date,call,2,2017-08-21,,,,,,,,,,,,,,,,
2017-08-21,rejected,no_chain_for_entry_date,call,2,2017-08-22,,,,,,,,,,,,,,,,
2018-01-31,rejected,no_chain_for_entry_date,call,2,2018-02-01,,,,,,,,,,,,,,,,
2018-02-28,rejected,no_chain_for_entry_date,call,2,2018-03-01,,,,,,,,,,,,,,,,
2018-03-02,rejected,no_chain_for_entry_date,call,2,2018-03-05,,,,,,,,,,,,,,,,
2018-03-14,rejected,no_chain_for_entry_date,call,2,2018-03-15,,,,,,,,,,,,,,,,
2018-03-15,rejected,no_chain_for_entry_date,call,2,2018-03-16,,,,,,,,,,,,,,,,
2018-03-19,rejected,no_chain_for_entry_date,call,2,2018-03-20,,,,,,,,,,,,,,,,
2018-03-20,rejected,no_chain_for_entry_date,call,2,2018-03-21,,,,,,,,,,,,,,,,
2018-03-21,rejected,no_chain_for_entry_date,call,2,2018-03-22,,,,,,,,,,,,,,,,
2018-04-20,rejected,no_chain_for_entry_date,call,2,2018-04-23,,,,,,,,,,,,,,,,
2018-04-24,rejected,no_chain_for_entry_date,call,2,2018-04-25,,,,,,,,,,,,,,,,
2018-04-25,rejected,no_chain_for_entry_date,call,2,2018-04-26,,,,,,,,,,,,,,,,
2018-05-29,rejected,no_chain_for_entry_date,call,2,2018-05-30,,,,,,,,,,,,,,,,
2018-06-25,rejected,no_chain_for_entry_date,call,2,2018-06-26,,,,,,,,,,,,,,,,
2018-06-27,rejected,no_chain_for_entry_date,call,2,2018-06-28,,,,,,,,,,,,,,,,
2018-07-30,rejected,no_chain_for_entry_date,call,2,2018-07-31,,,,,,,,,,,,,,,,
2018-08-13,rejected,no_chain_for_entry_date,call,2,2018-08-14,,,,,,,,,,,,,,,,
2018-10-05,rejected,no_chain_for_entry_date,call,2,2018-10-08,,,,,,,,,,,,,,,,
2018-10-08,rejected,no_chain_for_entry_date,call,2,2018-10-09,,,,,,,,,,,,,,,,
2018-10-22,rejected,no_chain_for_entry_date,call,2,2018-10-23,,,,,,,,,,,,,,,,
2019-03-06,rejected,no_chain_for_entry_date,call,2,2019-03-07,,,,,,,,,,,,,,,,
2019-03-07,rejected,no_chain_for_entry_date,call,2,2019-03-08,,,,,,,,,,,,,,,,
2019-03-08,rejected,no_chain_for_entry_date,call,2,2019-03-11,,,,,,,,,,,,,,,,
2019-03-22,rejected,no_chain_for_entry_date,call,2,2019-03-25,,,,,,,,,,,,,,,,
2019-03-26,rejected,no_chain_for_entry_date,call,2,2019-03-27,,,,,,,,,,,,,,,,
2019-05-24,rejected,no_chain_for_entry_date,call,2,2019-05-28,,,,,,,,,,,,,,,,
2019-05-28,rejected,no_chain_for_entry_date,call,2,2019-05-29,,,,,,,,,,,,,,,,
2019-05-29,rejected,no_chain_for_entry_date,call,2,2019-05-30,,,,,,,,,,,,,,,,
2019-05-30,rejected,no_chain_for_entry_date,call,2,2019-05-31,,,,,,,,,,,,,,,,
2019-06-25,rejected,no_chain_for_entry_date,call,2,2019-06-26,,,,,,,,,,,,,,,,
2019-06-26,rejected,no_chain_for_entry_date,call,2,2019-06-27,,,,,,,,,,,,,,,,
2019-07-31,rejected,no_chain_for_entry_date,call,2,2019-08-01,,,,,,,,,,,,,,,,
2019-08-01,rejected,no_chain_for_entry_date,call,2,2019-08-02,,,,,,,,,,,,,,,,
2019-08-02,rejected,no_chain_for_entry_date,call,2,2019-08-05,,,,,,,,,,,,,,,,
2019-08-07,rejected,no_chain_for_entry_date,call,2,2019-08-08,,,,,,,,,,,,,,,,
2019-08-16,rejected,no_chain_for_entry_date,call,2,2019-08-19,,,,,,,,,,,,,,,,
2019-08-23,rejected,no_chain_for_entry_date,call,2,2019-08-26,,,,,,,,,,,,,,,,
2019-08-26,rejected,no_chain_for_entry_date,call,2,2019-08-27,,,,,,,,,,,,,,,,
2019-08-27,rejected,no_chain_for_entry_date,call,2,2019-08-28,,,,,,,,,,,,,,,,
2019-09-24,rejected,no_chain_for_entry_date,call,2,2019-09-25,,,,,,,,,,,,,,,,
2019-10-01,rejected,no_chain_for_entry_date,call,2,2019-10-02,,,,,,,,,,,,,,,,
2019-10-02,rejected,no_chain_for_entry_date,call,2,2019-10-03,,,,,,,,,,,,,,,,
2019-10-03,rejected,no_chain_for_entry_date,call,2,2019-10-04,,,,,,,,,,,,,,,,
2019-10-09,rejected,no_chain_for_entry_date,call,2,2019-10-10,,,,,,,,,,,,,,,,
2019-12-03,rejected,no_chain_for_entry_date,call,2,2019-12-04,,,,,,,,,,,,,,,,
2020-01-28,rejected,no_chain_for_entry_date,call,2,2020-01-29,,,,,,,,,,,,,,,,
2020-06-12,rejected,no_chain_for_entry_date,call,2,2020-06-15,,,,,,,,,,,,,,,,
2020-06-15,rejected,no_chain_for_entry_date,call,2,2020-06-16,,,,,,,,,,,,,,,,
2020-06-26,rejected,no_chain_for_entry_date,call,2,2020-06-29,,,,,,,,,,,,,,,,
2020-09-03,rejected,no_chain_for_entry_date,call,2,2020-09-04,,,,,,,,,,,,,,,,
2020-09-04,rejected,no_chain_for_entry_date,call,2,2020-09-08,,,,,,,,,,,,,,,,
2020-09-08,rejected,no_chain_for_entry_date,call,2,2020-09-09,,,,,,,,,,,,,,,,
2020-09-21,rejected,no_chain_for_entry_date,call,2,2020-09-22,,,,,,,,,,,,,,,,
2020-09-23,rejected,no_chain_for_entry_date,call,2,2020-09-24,,,,,,,,,,,,,,,,
2020-10-15,rejected,no_chain_for_entry_date,call,2,2020-10-16,,,,,,,,,,,,,,,,
2020-10-19,rejected,no_chain_for_entry_date,call,2,2020-10-20,,,,,,,,,,,,,,,,
2020-10-20,rejected,no_chain_for_entry_date,call,2,2020-10-21,,,,,,,,,,,,,,,,
2020-12-11,rejected,no_chain_for_entry_date,call,2,2020-12-14,,,,,,,,,,,,,,,,
2021-01-28,rejected,no_chain_for_entry_date,call,2,2021-01-29,,,,,,,,,,,,,,,,
2021-01-29,rejected,no_chain_for_entry_date,call,2,2021-02-01,,,,,,,,,,,,,,,,
2021-02-22,rejected,no_chain_for_entry_date,call,2,2021-02-23,,,,,,,,,,,,,,,,
2021-02-25,rejected,no_chain_for_entry_date,call,2,2021-02-26,,,,,,,,,,,,,,,,
2021-02-26,rejected,no_chain_for_entry_date,call,2,2021-03-01,,,,,,,,,,,,,,,,
2021-03-04,rejected,no_chain_for_entry_date,call,2,2021-03-05,,,,,,,,,,,,,,,,
2021-03-18,rejected,no_chain_for_entry_date,call,2,2021-03-19,,,,,,,,,,,,,,,,
2021-03-19,rejected,no_chain_for_entry_date,call,2,2021-03-22,,,,,,,,,,,,,,,,
2021-05-04,rejected,no_chain_for_entry_date,call,2,2021-05-05,,,,,,,,,,,,,,,,
2021-05-11,rejected,no_chain_for_entry_date,call,2,2021-05-12,,,,,,,,,,,,,,,,
2021-05-12,rejected,no_chain_for_entry_date,call,2,2021-05-13,,,,,,,,,,,,,,,,
2021-05-13,rejected,no_chain_for_entry_date,call,2,2021-05-14,,,,,,,,,,,,,,,,
2021-05-19,rejected,no_chain_for_entry_date,call,2,2021-05-20,,,,,,,,,,,,,,,,
2021-06-18,rejected,no_chain_for_entry_date,call,2,2021-06-21,,,,,,,,,,,,,,,,
2021-07-19,rejected,no_chain_for_entry_date,call,2,2021-07-20,,,,,,,,,,,,,,,,
2021-08-18,rejected,no_chain_for_entry_date,call,2,2021-08-19,,,,,,,,,,,,,,,,
2021-08-19,rejected,no_chain_for_entry_date,call,2,2021-08-20,,,,,,,,,,,,,,,,
2021-09-10,rejected,no_chain_for_entry_date,call,2,2021-09-13,,,,,,,,,,,,,,,,
2021-09-20,rejected,no_chain_for_entry_date,call,2,2021-09-21,,,,,,,,,,,,,,,,
2021-09-21,rejected,no_chain_for_entry_date,call,2,2021-09-22,,,,,,,,,,,,,,,,
2021-09-28,rejected,no_chain_for_entry_date,call,2,2021-09-29,,,,,,,,,,,,,,,,
2021-09-29,rejected,no_chain_for_entry_date,call,2,2021-09-30,,,,,,,,,,,,,,,,
2021-09-30,rejected,no_chain_for_entry_date,call,2,2021-10-01,,,,,,,,,,,,,,,,
2021-11-10,rejected,no_chain_for_entry_date,call,2,2021-11-11,,,,,,,,,,,,,,,,
2021-11-26,rejected,no_chain_for_entry_date,call,2,2021-11-29,,,,,,,,,,,,,,,,
2021-11-30,rejected,no_chain_for_entry_date,call,2,2021-12-01,,,,,,,,,,,,,,,,
2021-12-02,rejected,no_chain_for_entry_date,call,2,2021-12-03,,,,,,,,,,,,,,,,
2021-12-20,rejected,no_chain_for_entry_date,call,2,2021-12-21,,,,,,,,,,,,,,,,
2022-01-05,rejected,no_chain_for_entry_date,call,2,2022-01-06,,,,,,,,,,,,,,,,
2022-01-06,rejected,no_chain_for_entry_date,call,2,2022-01-07,,,,,,,,,,,,,,,,
2022-01-07,rejected,no_chain_for_entry_date,call,2,2022-01-10,,,,,,,,,,,,,,,,
2022-01-18,rejected,no_chain_for_entry_date,call,2,2022-01-19,,,,,,,,,,,,,,,,
2022-01-19,rejected,no_chain_for_entry_date,call,2,2022-01-20,,,,,,,,,,,,,,,,
2022-01-20,rejected,no_chain_for_entry_date,call,2,2022-01-21,,,,,,,,,,,,,,,,
2022-01-24,rejected,no_chain_for_entry_date,call,2,2022-01-25,,,,,,,,,,,,,,,,
2022-04-06,rejected,no_chain_for_entry_date,call,2,2022-04-07,,,,,,,,,,,,,,,,
2022-04-07,rejected,no_chain_for_entry_date,call,2,2022-04-08,,,,,,,,,,,,,,,,
2023-02-10,rejected,no_chain_for_entry_date,call,2,2023-02-13,,,,,,,,,,,,,,,,
2023-02-17,rejected,no_chain_for_entry_date,call,2,2023-02-21,,,,,,,,,,,,,,,,
